Staff Cost, Travel Cost, CO2, Total Cost, Car Use (%), Staff
1491.0,199.01225925504153,292.03332221940263,1690.0122592550415,0.058823529411764705,17
1583.3333333333333,165.20000000000002,234.9127147630608,1748.5333333333333,0.0,14
1492.6666666666665,196.09628396217346,315.268660294954,1688.76295062884,0.058823529411764705,17
1495.6666666666665,196.09628396217346,285.4586535530196,1691.76295062884,0.058823529411764705,17
1033.3333333333333,167.73160213269117,371.22378709158437,1201.0649354660245,0.6666666666666666,12
1036.3333333333333,162.10784189483564,382.5861677655921,1198.441175228169,0.6923076923076923,13
950.6666666666666,106.09956184493754,340.0,1056.7662285116041,1.0,9
949.6666666666666,105.62935325407207,341.0,1055.2960199207387,1.0,9
961.6666666666666,105.09169034547998,337.0,1066.7583570121467,1.0,9
947.0,104.54315368721464,345.0,1051.5431536872147,1.0,9
948.0,105.01336227808011,344.0,1053.0133622780802,1.0,9
960.6666666666666,104.6214817546145,338.0,1065.2881484212812,1.0,9
937.3333333333333,111.65553228509609,358.0,1048.9888656184294,1.0,9
934.0,110.62306223380918,360.0,1044.6230622338092,1.0,9
940.0,111.52277873435924,356.0,1051.5227787343592,1.0,9
937.0,111.64517874752545,359.0,1048.6451787475255,1.0,9
1502.6666666666665,180.2360867267847,293.8280334269647,1682.9027533934511,0.0625,16
1503.0,180.2360867267847,293.743795206503,1683.2360867267846,0.0625,16
1490.6666666666665,169.13138973768048,277.47168192670813,1659.7980564043469,0.06666666666666667,15
1486.6666666666665,169.13138973768048,281.1187728705212,1655.7980564043469,0.06666666666666667,15
1441.6666666666665,153.89439720930102,312.71620782453465,1595.5610638759676,0.14285714285714285,14
1488.0,169.46450084913275,279.53063187446963,1657.4645008491327,0.06666666666666667,15
1497.6666666666665,169.46450084913275,275.19729000384774,1667.1311675157992,0.06666666666666667,15
1495.0,180.2360867267847,318.50512845268736,1675.2360867267846,0.0625,16
1509.3333333333333,180.2360867267847,282.47339133301676,1689.5694200601179,0.0625,16
1497.3333333333333,169.46450084913275,276.0648317714764,1666.797834182466,0.06666666666666667,15
1449.3333333333333,153.89439720930102,282.75043862412963,1603.2277305426342,0.14285714285714285,14
1449.0,153.89439720930102,282.92850523895277,1602.8943972093011,0.14285714285714285,14
1462.0,174.87182877355306,285.7102321958905,1636.871828773553,0.06666666666666667,15
1442.0,153.89439720930102,311.9247988841373,1595.8943972093011,0.14285714285714285,14
1443.0,154.2275083207533,310.9247988841373,1597.2275083207533,0.14285714285714285,14
1462.3333333333333,174.87182877355306,285.12209119983896,1637.2051621068863,0.06666666666666667,15
1492.6666666666665,180.9313897376805,322.09239881511644,1673.598056404347,0.0625,16
1024.0,159.92147469268812,413.7413996149741,1183.9214746926882,0.8181818181818182,11
1455.3333333333333,163.44574147168535,261.7544929442698,1618.7790748050186,0.15384615384615385,13
1035.0,148.9523359437143,403.54127295578115,1183.9523359437144,0.9,10
1033.3333333333333,148.3682707369916,404.54127295578115,1181.701604070325,0.9,10
1457.3333333333333,163.44574147168535,260.53724209880625,1620.7790748050186,0.15384615384615385,13
1439.6666666666665,156.1217597183813,264.0715774024206,1595.7884263850478,0.16666666666666666,12
1440.0,156.1217597183813,261.2843981979809,1596.1217597183813,0.16666666666666666,12
1499.0,190.23122887887837,293.1157214466365,1689.2312288788785,0.0625,16
1498.6666666666665,190.23122887887837,293.19995966709814,1688.897895545545,0.0625,16
1035.6666666666665,152.23489260491084,379.01849543720294,1187.9015592715773,0.7272727272727273,11
1470.0,171.8838384029036,231.0394404931472,1641.8838384029036,0.21428571428571427,14
1343.3333333333333,239.6301181454536,290.1287921893835,1582.9634514787867,0.15,20
1329.0,223.8277873414983,268.52159887542166,1552.8277873414984,0.16666666666666666,18
1335.3333333333333,235.229637362837,282.90818033072014,1570.5629706961702,0.15789473684210525,19
1423.6666666666665,161.88368544018266,234.28935001332033,1585.5503521068492,0.23076923076923078,13
1318.0,212.02778734149828,260.21314456331385,1530.0277873414982,0.17647058823529413,17
1277.6666666666665,206.34830350206607,265.32865908008415,1484.0149701687326,0.17647058823529413,17
1044.6666666666665,150.618333545838,369.42265197966253,1195.2850002125044,0.7272727272727273,11
1312.3333333333333,194.54830350206606,254.11944383215047,1506.8816368353994,0.1875,16
1445.3333333333333,171.8838384029036,231.68442924168926,1617.2171717362369,0.21428571428571427,14
1469.6666666666665,171.8838384029036,231.23136318454294,1641.5505050695701,0.21428571428571427,14
1242.6666666666665,188.96514920319655,279.91816199676344,1431.631815869863,0.25,16
1040.3333333333333,151.45397918857523,370.1138444131768,1191.7873125219085,0.7272727272727273,11
1368.3333333333333,195.48383840290361,239.24882776310702,1563.8171717362368,0.1875,16
1225.3333333333333,166.97573222513782,272.02173271516193,1392.309065558471,0.2857142857142857,14
1263.3333333333333,159.11080281325056,258.3483390872377,1422.4441361465838,0.3076923076923077,13
1232.0,154.21341363636174,269.30283460415046,1386.2134136363618,0.3076923076923077,13
1437.3333333333333,183.28496497410362,234.06654297153025,1620.6182983074368,0.2,15
1374.0,195.48383840290361,237.40458936595806,1569.4838384029035,0.1875,16
1407.0,171.8838384029036,234.47433562704379,1578.8838384029036,0.21428571428571427,14
1323.0,197.98514422163817,250.57692091300615,1520.9851442216382,0.1875,16
1347.3333333333333,244.45084661005856,285.1089312384629,1591.7841799433918,0.15,20
1238.3333333333333,178.77573222513783,281.6278016821539,1417.109065558471,0.26666666666666666,15
1255.6666666666665,191.20595313222876,273.9616926021957,1446.8726197988954,0.25,16
1296.6666666666665,218.14830350206609,274.98531007849033,1514.8149701687325,0.16666666666666666,18
1375.6666666666665,183.6838384029036,237.86671403326602,1559.35050506957,0.2,15
1353.0,173.28481201138266,241.66355749629284,1526.2848120113827,0.21428571428571427,14
1270.6666666666665,176.7908947922356,249.8763202815222,1447.457561458902,0.21428571428571427,14
1227.3333333333333,166.97573222513782,271.8316523446396,1394.309065558471,0.2857142857142857,14
1307.3333333333333,188.42523839825375,252.85736374057464,1495.758571731587,0.2,15
1361.6666666666665,197.2987036435541,247.248827763107,1558.9653703102206,0.1875,16
1250.0,177.16514920319653,278.5360482669225,1427.1651492031965,0.26666666666666666,15
1345.6666666666665,244.97217386362507,285.872651036321,1590.6388405302916,0.15,20
1315.3333333333333,194.54830350206606,252.14720879543535,1509.8816368353994,0.1875,16
1241.3333333333333,185.66107764823508,284.44722913959924,1426.9944109815683,0.25,16
1286.3333333333333,166.5192561457629,247.429348829881,1452.8525894790962,0.2857142857142857,14
1358.6666666666665,173.88826976804276,239.22845271307958,1532.5549364347094,0.21428571428571427,14
1345.6666666666665,244.95330830349712,287.872651036321,1590.6199749701636,0.15,20
1287.0,206.34830350206607,265.1162302562035,1493.348303502066,0.17647058823529413,17
1374.3333333333333,152.8826421086187,241.01503126846563,1527.215975441952,0.3076923076923077,13
1311.0,206.34830350206607,263.0123196510421,1517.348303502066,0.17647058823529413,17
1046.0,151.72161400364834,366.56464336331294,1197.7216140036483,0.7272727272727273,11
1332.3333333333333,154.7192561457629,242.2503510064359,1487.0525894790962,0.3076923076923077,13
1274.3333333333333,193.29298995167485,265.5147631150583,1467.626323285008,0.1875,16
1281.3333333333333,176.8797702686368,245.7054502673579,1458.21310360197,0.21428571428571427,14
1302.3333333333333,231.06575753264167,292.066205958663,1533.3990908659748,0.15789473684210525,19
1366.0,201.1987900710428,257.9470432611439,1567.1987900710428,0.17647058823529413,17
1310.3333333333333,205.9494300732661,264.0123196510421,1516.2827634065993,0.17647058823529413,17
1320.6666666666665,247.85572676563822,291.3275136221215,1568.5223934323049,0.15,20
1247.3333333333333,194.29713830861564,278.77161223167343,1441.6304716419488,0.25,16
1271.0,176.8797702686368,247.87632028152217,1447.8797702686368,0.21428571428571427,14
1438.0,183.6838384029036,233.06654297153025,1621.6838384029036,0.2,15
1238.6666666666665,163.7097050545617,267.8316523446396,1402.3763717212282,0.2857142857142857,14
1045.0,151.23963949918289,367.56464336331294,1196.2396394991829,0.7272727272727273,11
1292.0,188.67977026863682,254.19849315472672,1480.6797702686367,0.2,15
1370.3333333333333,173.88826976804276,235.58188661015208,1544.221603101376,0.21428571428571427,14
1045.3333333333333,150.83267323523032,368.42265197966253,1196.1660065685635,0.7272727272727273,11
1039.6666666666665,151.2396394991829,371.1138444131768,1190.9063061658494,0.7272727272727273,11
1222.6666666666665,165.26484340957282,275.02357503603537,1387.9315100762394,0.2857142857142857,14
1268.0,166.5192561457629,249.31134145248836,1434.519256145763,0.2857142857142857,14
1355.0,183.8516557308986,243.65446485356898,1538.8516557308985,0.2,15
1276.6666666666665,176.8797702686368,246.03208188437327,1453.5464369353033,0.21428571428571427,14
1526.0,168.25211853850516,269.36547064896325,1694.252118538505,0.06666666666666667,15
1329.6666666666665,247.029637362837,290.48924601808807,1576.6963040295036,0.15,20
1319.3333333333333,200.22778734149827,251.3202687444222,1519.5611206748315,0.1875,16
1362.0,195.50310804931556,249.22536494529686,1557.5031080493156,0.1875,16
1231.6666666666665,154.21341363636174,269.49475729554626,1385.8800803030283,0.3076923076923077,13
1271.3333333333333,176.8797702686368,247.68439759012642,1448.21310360197,0.21428571428571427,14
1334.3333333333333,173.88826976804276,243.14660642423166,1508.221603101376,0.21428571428571427,14
1377.6666666666665,162.08334994404277,236.19977288031112,1539.7500166107093,0.23076923076923078,13
1389.0,206.55083092088483,255.91444004371832,1595.550830920885,0.17647058823529413,17
